,,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4
CCWF,Rehabilitative Programs,Career Technical Education - Operational Capacity,108.00,108.00,108.00,185.60,189.00,189.00,189.00,189.00,236.25,189.00
CCWF,Rehabilitative Programs,Cognitive Behavioral Intervention - Sex Offender - Actual Enrollment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CCWF,Rehabilitative Programs,Cognitive Behavioral Intervention - Sex Offender - Operational Capacity,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CCWF,Rehabilitative Programs,Number of Associate Degrees,1.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
CCWF,Rehabilitative Programs,Number of Bachelors Degrees,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CCWF,Rehabilitative Programs,Number of GED Certificates,3.00,5.00,2.00,4.00,0.00,3.00,4.00,1.00,4.00,4.00
CCWF,Rehabilitative Programs,Number of High School Diplomas,0.00,0.00,1.00,1.00,0.00,0.00,4.00,1.00,0.00,4.00
CCWF,Rehabilitative Programs,Number of Masters Degrees,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CCWF,Rehabilitative Programs,Transitions - Actual Enrollment,189.50,170.40,140.00,137.20,136.00,139.50,146.20,153.75,149.75,146.20
CCWF,Rehabilitative Programs,Transitions - Operational Capacity,198.00,187.20,144.00,144.00,144.00,144.00,154.80,162.00,162.00,154.80
CCWF,Sick Leave Hours,Custody (Sick Leave),"4,556.25","4,477.25","4,884.00","4,496.50","4,646.75","4,778.25","2,245.75","4,158.75","4,142.25","4,096.80"
CCWF,Sick Leave Hours,Dental + Mental Health (Sick Leave),362.50,416.25,536.50,545.75,476.50,452.50,486.50,547.07,418.75,592.10
CCWF,Sick Leave Hours,Non-Custody (Sick Leave),"1,802.00","1,394.00","1,724.75","1,648.11","1,450.25","1,475.75","1,792.33","1,736.50","1,416.75","1,676.00"
CCWF,Sick Leave Hours,Total Sick Leave Hours,"6,720.75","6,287.50","7,145.25","6,690.36","6,573.50","6,706.50","4,524.58","6,442.32","5,977.75","6,364.90"
CCWF,Use of Force (UOF),Total UOF Incidents,56.00,60.00,56.00,62.00,38.00,52.00,44.00,51.00,93.00,61.00
CEN,Cognitive Behavioral Intervention,Life Skills - Actual Enrollment,331.00,286.40,241.25,211.80,190.50,150.75,167.60,264.00,352.50,363.75
CEN,Cognitive Behavioral Intervention,Life Skills - Operational Capacity,396.00,396.00,387.00,387.00,276.00,282.00,316.80,384.00,426.00,316.80
CEN,Cognitive Behavioral Intervention,Outpatient - Actual Enrollment,199.25,212.40,197.50,228.60,238.50,192.50,158.60,156.50,148.00,172.75
CEN,Cognitive Behavioral Intervention,Outpatient - Operational Capacity,280.50,362.40,391.50,309.60,288.00,288.00,306.00,331.50,287.25,306.00
CEN,Contraband,Cellular Telephone Seizure Events,,,,84.00,44.00,12.00,26.00,16.00,56.00,16.00
CEN,Contraband,Quantity of Synthetic Cannabinoid / Spice Seized (number of strips),,,,,,,14.00,,,2.00
CEN,Contraband,Quantity of Tobacco Seized (grams with packaging),,,,1.60,,,,,,
CEN,Contraband,Quantity of Tobacco Seized (grams),,,,11.60,,,,,,
CEN,Contraband,Suboxone Seizure Events,,,,,2.00,2.00,2.00,,2.00,2.00
CEN,Contraband,Synthetic Cannabinoid / Spice Seizure Events,,,,,2.00,,2.00,,,2.00
CEN,Contraband,Tobacco Seizure Events,,,,4.00,,,,,,
CEN,Fiscal,Actual Expenditures ($),"17,818,597.89","36,106,990.64","54,488,477.08","72,173,353.30","90,548,525.63","110,974,080.37","129,581,889.46","148,200,087.14","165,908,163.92","183,923,008.56"
CEN,Fiscal,Institution Budget ($),"218,921,124.00","218,909,814.00","219,093,124.00","219,161,132.00","220,168,106.00","217,344,192.00","218,139,351.00","219,228,985.69","219,235,897.69","222,581,843.69"
CEN,Incarcerated Persons Grievances and Appeals,Appeals Denied,21.00,19.00,25.00,23.00,26.00,18.00,23.00,14.00,11.00,
CEN,Incarcerated Persons Grievances and Appeals,Appeals Granted,8.00,3.00,6.00,1.00,4.00,7.00,7.00,3.00,8.00,
CEN,Incarcerated Persons Grievances and Appeals,Appeals Received,42.00,48.00,41.00,37.00,41.00,40.00,44.00,38.00,45.00,
CEN,Incarcerated Persons Grievances and Appeals,Appeals Time Expired,7.00,18.00,9.00,10.00,9.00,14.00,10.00,20.00,22.00,
CEN,Incarcerated Persons Grievances and Appeals,Grievance Claims Denied,95.00,93.00,131.00,125.00,87.00,95.00,98.00,83.00,128.00,119.00
CEN,Incarcerated Persons Grievances and Appeals,Grievance Claims Granted,54.00,54.00,40.00,18.00,29.00,31.00,29.00,15.00,11.00,18.00
CEN,Incarcerated Persons Grievances and Appeals,Grievance Claims No Jurisdiction,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00
CEN,Incarcerated Persons Grievances and Appeals,Grievance Claims Pending,1.00,,,1.00,,,,,,
CEN,Incarcerated Persons Grievances and Appeals,Grievance Claims Reassigned,11.00,15.00,9.00,10.00,8.00,13.00,10.00,7.00,13.00,14.00
CEN,Incarcerated Persons Grievances and Appeals,Grievance Claims Received,215.00,220.00,224.00,213.00,169.00,189.00,181.00,143.00,204.00,
CEN,Incarcerated Persons Grievances and Appeals,Grievance Claims Redirected,15.00,18.00,9.00,20.00,13.00,24.00,15.00,17.00,23.00,18.00
CEN,Incarcerated Persons Grievances and Appeals,Grievance Claims Rejected,26.00,33.00,23.00,20.00,18.00,24.00,20.00,13.00,20.00,17.00
CEN,Incarcerated Persons Grievances and Appeals,Grievance Claims Staff Misconduct,13.00,6.00,11.00,27.00,13.00,3.00,9.00,7.00,9.00,5.00
CEN,Incarcerated Persons Grievances and Appeals,Grievance Claims Time Expired,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
CEN,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,0.04,0.05,0.03,0.01,0.02,0.24,0.08,0.06,0.01,0.04
CEN,Overtime Hours,Dental + Mental Health (Overtime),49.75,35.00,55.00,43.50,84.00,79.00,88.00,93.75,73.00,60.00
CEN,Overtime Hours,Non-Custody (Overtime),"2,319.25","2,002.50","2,375.75","2,024.00","1,531.00","1,632.00","2,563.50","1,441.25","1,860.25","1,542.00"
CEN,Overtime Hours,Total Overtime Hours,"12,968.42","9,528.74","13,830.12","11,754.31","21,810.29","18,979.09","16,733.07","16,911.69","21,114.74","18,025.00"
CEN,Positions - Authorized and Vacant,Authorized,"1,043.70","1,043.70","1,043.70","1,043.70","1,043.70","1,043.70","1,043.70","1,043.70","1,043.70","1,043.00"
CEN,Positions - Authorized and Vacant,Vacant,60.90,67.90,80.90,77.90,88.70,96.70,97.70,98.70,109.70,102.00
CEN,Rehabilitative Programs,Academic Education - Actual Enrollment,"1,112.00","1,064.20","1,443.25","1,570.00","1,570.75","1,541.50","1,507.40","1,586.25","1,844.50","1,507.40"
CEN,Rehabilitative Programs,Academic Education - Operational Capacity,"1,329.00","1,302.00","1,342.50","1,410.00","1,315.50","1,302.00","1,269.60","1,275.00","1,302.00","1,269.60"
CEN,Rehabilitative Programs,Career Technical Education - Actual Enrollment,380.00,402.00,401.50,402.20,403.50,401.50,400.60,402.00,398.75,400.60
CEN,Rehabilitative Programs,Career Technical Education - Operational Capacity,384.75,405.00,405.00,405.00,405.00,405.00,405.00,405.00,405.00,405.00
CEN,Rehabilitative Programs,Cognitive Behavioral Intervention - Sex Offender - Actual Enrollment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CEN,Rehabilitative Programs,Cognitive Behavioral Intervention - Sex Offender - Operational Capacity,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CEN,Rehabilitative Programs,Number of Associate Degrees,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CEN,Rehabilitative Programs,Number of Bachelors Degrees,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CEN,Rehabilitative Programs,Number of GED Certificates,6.00,9.00,10.00,3.00,6.00,3.00,18.00,5.00,10.00,18.00
CEN,Rehabilitative Programs,Number of High School Diplomas,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00
CEN,Rehabilitative Programs,Number of Masters Degrees,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CEN,Rehabilitative Programs,Transitions - Actual Enrollment,53.50,55.40,52.75,49.20,45.25,49.25,50.80,49.50,33.50,50.80
CEN,Rehabilitative Programs,Transitions - Operational Capacity,54.00,54.00,54.00,54.00,54.00,54.00,54.00,54.00,54.00,54.00
CEN,Sick Leave Hours,Custody (Sick Leave),"6,047.50","5,698.00","5,999.25","5,985.50","6,167.25","7,416.25","2,582.50","4,292.00","5,439.00","5,849.80"
CEN,Sick Leave Hours,Dental + Mental Health (Sick Leave),213.00,204.25,235.50,288.75,189.50,295.75,268.75,156.75,203.75,192.30
CEN,Sick Leave Hours,Non-Custody (Sick Leave),"1,954.50","2,038.00","2,205.00","2,013.25","1,809.25","1,971.50","2,084.50","1,755.75","1,637.75","1,739.00"
CEN,Sick Leave Hours,Total Sick Leave Hours,"8,215.00","7,940.25","8,439.75","8,287.50","8,166.00","9,683.50","4,935.75","6,204.50","7,280.50","7,781.00"
CHCF,Contraband,Quantity of Suboxone Seized (number of strips),,,,,,,,2.00,2.00,
CHCF,Contraband,Quantity of Synthetic Cannabinoid / Spice Seized (grams),,,,,0.08,,,12.42,,
CHCF,Contraband,Quantity of Synthetic Cannabinoid / Spice Seized (number of strips),,,,,,,2.00,,,
CHCF,Contraband,Quantity of Tobacco Seized (grams),,,,,,,2.00,,2.00,
CHCF,Contraband,Suboxone Seizure Events,,,,,,,,2.00,2.00,
CHCF,Contraband,Synthetic Cannabinoid / Spice Seizure Events,,,,,2.00,,2.00,2.00,,
CHCF,Contraband,Tobacco Seizure Events,,,,,,,2.00,,2.00,
CHCF,Fiscal,Actual Expenditures ($),"37,459,007.47","69,134,941.32","97,244,882.93","126,587,795.11","156,156,810.24","186,461,452.95","215,691,944.09","244,082,704.46","272,482,443.80","301,349,352.06"
CHCF,Fiscal,Institution Budget ($),"367,105,918.00","367,219,521.00","367,488,144.00","366,193,415.00","367,626,551.00","353,916,227.00","355,048,889.00","372,482,295.69","372,204,636.69","376,572,690.69"
CHCF,Incarcerated Persons Grievances and Appeals,Appeals Denied,148.00,175.00,73.00,90.00,78.00,51.00,69.00,54.00,69.00,
CHCF,Incarcerated Persons Grievances and Appeals,Appeals Granted,23.00,30.00,22.00,25.00,33.00,22.00,10.00,12.00,16.00,
CHCF,Incarcerated Persons Grievances and Appeals,Appeals Received,231.00,278.00,147.00,162.00,155.00,178.00,177.00,174.00,177.00,
CHCF,Incarcerated Persons Grievances and Appeals,Appeals Time Expired,36.00,52.00,36.00,29.00,30.00,84.00,94.00,97.00,92.00,
CHCF,Incarcerated Persons Grievances and Appeals,Grievance Claims Denied,536.00,493.00,345.00,331.00,303.00,366.00,399.00,312.00,388.00,428.00
CHCF,Incarcerated Persons Grievances and Appeals,Grievance Claims Granted,140.00,106.00,131.00,139.00,85.00,129.00,113.00,118.00,119.00,170.00
CHCF,Incarcerated Persons Grievances and Appeals,Grievance Claims No Jurisdiction,9.00,7.00,4.00,3.00,1.00,0.00,1.00,1.00,6.00,3.00
CHCF,Incarcerated Persons Grievances and Appeals,Grievance Claims Reassigned,89.00,81.00,59.00,57.00,53.00,82.00,82.00,89.00,99.00,84.00
CHCF,Incarcerated Persons Grievances and Appeals,Grievance Claims Received,"1,013.00",975.00,898.00,805.00,640.00,851.00,829.00,758.00,848.00,
CHCF,Incarcerated Persons Grievances and Appeals,Grievance Claims Redirected,90.00,117.00,155.00,63.00,101.00,48.00,148.00,121.00,134.00,220.00
CHCF,Incarcerated Persons Grievances and Appeals,Grievance Claims Rejected,56.00,87.00,124.00,63.00,40.00,48.00,43.00,68.00,61.00,49.00
CHCF,Incarcerated Persons Grievances and Appeals,Grievance Claims Staff Misconduct,81.00,84.00,79.00,76.00,56.00,85.00,43.00,49.00,41.00,35.00
CHCF,Incarcerated Persons Grievances and Appeals,Grievance Claims Time Expired,12.00,0.00,1.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00
CHCF,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,0.00,2.04,0.09,0.04,0.00,0.00,0.45,0.61,0.10,3.45
CHCF,Overtime Hours,Dental + Mental Health (Overtime),310.00,226.00,265.50,325.75,422.75,262.00,447.00,398.00,508.25,455.30
CHCF,Overtime Hours,Non-Custody (Overtime),"3,818.25","3,451.03","4,615.50","3,832.25","3,559.25","3,698.75","2,725.25","3,080.75","3,535.00","3,239.80"
CHCF,Overtime Hours,Total Overtime Hours,"32,298.64","31,118.02","22,940.10","24,010.55","19,606.70","24,302.28","20,183.04","21,362.46","28,969.99","24,728.90"
CHCF,Positions - Authorized and Vacant,Authorized,"1,559.20","1,559.20","1,559.20","1,559.20","1,559.20","1,559.20","1,559.20","1,559.20","1,559.20","1,567.00"
CHCF,Positions - Authorized and Vacant,Vacant,156.00,163.20,167.20,176.20,156.20,160.20,162.20,147.20,148.20,154.00
CHCF,Rehabilitative Programs,Academic Education - Actual Enrollment,316.25,337.40,447.25,438.80,400.25,303.25,267.80,453.25,433.50,267.80
CHCF,Rehabilitative Programs,Academic Education - Operational Capacity,644.00,639.40,621.00,621.00,608.75,578.00,603.40,668.00,628.25,603.40
CHCF,Rehabilitative Programs,Career Technical Education - Actual Enrollment,49.50,53.60,53.25,50.40,44.25,46.25,50.00,52.75,51.00,50.00
CHCF,Rehabilitative Programs,Career Technical Education - Operational Capacity,54.00,54.00,54.00,54.00,54.00,54.00,54.00,54.00,54.00,54.00
CHCF,Rehabilitative Programs,Cognitive Behavioral Intervention - Sex Offender - Actual Enrollment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CHCF,Rehabilitative Programs,Cognitive Behavioral Intervention - Sex Offender - Operational Capacity,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CHCF,Rehabilitative Programs,Number of Associate Degrees,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
CHCF,Rehabilitative Programs,Number of Bachelors Degrees,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CHCF,Rehabilitative Programs,Number of GED Certificates,0.00,0.00,2.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00
CHCF,Rehabilitative Programs,Number of High School Diplomas,0.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
CHCF,Rehabilitative Programs,Number of Masters Degrees,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CHCF,Rehabilitative Programs,Transitions - Actual Enrollment,44.25,45.40,43.75,39.20,19.75,20.25,18.20,16.75,3.25,18.20
CHCF,Rehabilitative Programs,Transitions - Operational Capacity,54.00,54.00,54.00,54.00,50.00,32.00,30.00,0.00,0.00,30.00
CHCF,Sick Leave Hours,Custody (Sick Leave),"7,230.50","7,764.42","7,668.25","8,205.50","7,817.25","8,751.25","5,676.50","7,587.50","7,651.00","8,244.80"
CHCF,Sick Leave Hours,Dental + Mental Health (Sick Leave),623.20,924.50,943.25,964.75,700.75,632.50,670.75,539.50,421.50,587.80
CHCF,Sick Leave Hours,Non-Custody (Sick Leave),"2,910.38","3,042.00","2,468.00","2,529.58","2,822.75","3,624.00","3,203.00","3,012.86","2,740.25","3,197.60"
CHCF,Sick Leave Hours,Total Sick Leave Hours,"10,764.08","11,730.92","11,079.50","11,699.83","11,340.75","13,007.75","9,550.25","11,139.86","10,812.75","12,030.10"
CIM,Contraband,Quantity of Methamphetamine Seized (grams with packaging),,,,1.00,15.40,158.00,33.20,27.40,39.40,11.80
CIM,Contraband,Quantity of Methamphetamine Seized (grams),,,,2.40,,,,,,
CIM,Contraband,Quantity of Suboxone Seized (grams with packaging),,,,,0.80,,,,,
CIM,Contraband,Quantity of Suboxone Seized (grams),,,,,0.20,,,,0.80,
CIM,Contraband,Quantity of Synthetic Cannabinoid / Spice Seized (grams with packaging),,,,,,,,,,5.20
CIM,Contraband,Quantity of Synthetic Cannabinoid / Spice Seized (grams),,,,,2.80,,,,,
CIM,Contraband,Quantity of Synthetic Cannabinoid / Spice Seized (number of strips),,,,,,4.00,,,,
CIM,Contraband,Quantity of Tobacco Seized (grams with packaging),,,,,,1.60,111.00,,,
CIM,Contraband,Quantity of Tobacco Seized (grams),,,,66.80,,,,,,
CIM,Contraband,Suboxone Seizure Events,,,,,4.00,,,,2.00,
CIM,Contraband,Synthetic Cannabinoid / Spice Seizure Events,,,,,2.00,2.00,,,,4.00
CIM,Contraband,Tobacco Seizure Events,,,,4.00,,2.00,2.00,,,
CIM,Fiscal,Actual Expenditures ($),"20,877,687.35","40,793,621.90","59,923,223.83","79,925,025.08","100,815,039.70","120,918,799.44","141,136,376.51","162,508,646.01","182,942,345.62","202,062,410.27"
CIM,Fiscal,Institution Budget ($),"243,948,348.00","243,948,009.00","244,132,440.00","244,104,958.00","244,872,454.00","230,720,614.00","230,814,817.00","233,078,771.69","232,315,319.69","243,258,318.69"
CIM,Incarcerated Persons Grievances and Appeals,Appeals Denied,50.00,46.00,21.00,38.00,29.00,19.00,16.00,15.00,10.00,
CIM,Incarcerated Persons Grievances and Appeals,Appeals Granted,8.00,14.00,9.00,11.00,4.00,7.00,6.00,1.00,5.00,
CIM,Incarcerated Persons Grievances and Appeals,Appeals Received,69.00,81.00,52.00,73.00,54.00,60.00,65.00,61.00,49.00,
CIM,Incarcerated Persons Grievances and Appeals,Appeals Time Expired,4.00,18.00,19.00,19.00,14.00,28.00,41.00,41.00,31.00,
CIM,Incarcerated Persons Grievances and Appeals,Grievance Claims Denied,235.00,237.00,131.00,132.00,141.00,143.00,169.00,137.00,134.00,143.00
CIM,Incarcerated Persons Grievances and Appeals,Grievance Claims Granted,20.00,28.00,69.00,68.00,73.00,71.00,59.00,38.00,60.00,44.00
CIM,Incarcerated Persons Grievances and Appeals,Grievance Claims No Jurisdiction,4.00,5.00,5.00,5.00,3.00,7.00,6.00,6.00,3.00,0.00
CIM,Number and Housing Level of Incarcerated Persons,Level VI,,,,,,,,,,
CIM,Number and Housing Level of Incarcerated Persons,Non Level - Specific Beds,141.00,140.00,174.00,134.00,142.00,145.00,139.00,139.00,160.00,69.00
CIM,Number and Housing Level of Incarcerated Persons,Restricted Housing,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83.00
CIM,Number and Housing Level of Incarcerated Persons,Total Number of Incarcerated Persons,"2,250.00","2,233.00","2,283.00","2,218.00","2,183.00","2,205.00","2,238.00","2,310.00","2,347.00","2,312.00"
CIM,Number of Deaths,Expected,2.00,,,,1.00,1.00,2.00,,,1.00
CIM,Number of Deaths,Missing,,,,,1.00,,,,,1.00
CIM,Overtime Hours,Custody (Overtime),"16,265.29","21,289.70","26,825.89","18,060.28","16,515.04","22,331.95","18,363.60","22,960.06","26,789.95","15,916.10"
CIM,Overtime Hours,Dental + Mental Health (Overtime),662.00,576.00,618.00,299.00,171.50,138.00,163.50,92.00,49.50,45.00
CIM,Overtime Hours,Non-Custody (Overtime),"3,347.00","3,815.25","4,365.25","3,464.25","2,986.25","3,180.25","2,717.00","3,672.95","3,860.25","2,359.80"
CIM,Overtime Hours,Total Overtime Hours,"20,274.29","25,680.95","31,809.14","21,823.53","19,672.79","25,650.20","21,244.10","26,725.01","30,699.70","18,320.80"
CIM,Positions - Authorized and Vacant,Authorized,"1,100.20","1,100.20","1,100.20","1,100.20","1,100.20","1,100.20","1,100.20","1,100.20","1,100.20","1,100.20"
CIM,Positions - Authorized and Vacant,Vacant,91.20,94.20,93.60,118.20,126.20,118.20,122.20,96.20,110.20,113.20
CIM,Rehabilitative Programs,Academic Education - Actual Enrollment,769.25,808.00,905.00,976.60,"1,158.25","1,138.25",961.20,626.50,765.75,961.20
CIM,Rehabilitative Programs,Academic Education - Operational Capacity,858.00,890.40,934.50,942.00,942.00,942.00,941.40,942.00,942.25,941.40
CIM,Rehabilitative Programs,Career Technical Education - Actual Enrollment,136.50,131.60,131.00,131.00,132.25,131.75,138.80,140.50,139.50,133.80
CIM,Rehabilitative Programs,Career Technical Education - Operational Capacity,155.00,154.60,154.00,154.00,154.00,154.00,159.00,159.00,154.00,154.00
CIM,Rehabilitative Programs,Cognitive Behavioral Intervention - Sex Offender - Actual Enrollment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CIM,Rehabilitative Programs,Cognitive Behavioral Intervention - Sex Offender - Operational Capacity,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CIM,Rehabilitative Programs,Number of Associate Degrees,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CIM,Rehabilitative Programs,Number of Bachelors Degrees,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CIM,Rehabilitative Programs,Number of GED Certificates,2.00,1.00,10.00,2.00,3.00,0.00,4.00,2.00,1.00,4.00
CIM,Rehabilitative Programs,Number of High School Diplomas,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
CIW,Contraband,Quantity of Cellular Telephones Seized,,,,,20.00,10.00,4.00,14.00,8.00,
CIW,Contraband,Quantity of Marijuana Seized (grams with packaging),,,,,2.00,,,12.80,,
CIW,Contraband,Quantity of Methamphetamine Seized (grams with packaging),,,,584.00,134.00,,,80.80,,
CIW,Contraband,Quantity of Methamphetamine Seized (grams),,,,25.00,2.00,145.40,32.00,18.80,,3.00
CIW,Contraband,Quantity of Suboxone Seized (number of strips),,,,6.00,12.00,,,2.00,,2.00
CIW,Contraband,Quantity of Synthetic Cannabinoid / Spice Seized (grams with packaging),,,,,,,,,1.20,
CIW,Contraband,Quantity of Synthetic Cannabinoid / Spice Seized (grams),,,,,,,,,,2.00
CIW,Contraband,Quantity of Tobacco Seized (grams with packaging),,,,,7.20,,,89.20,,
CIW,Contraband,Quantity of Tobacco Seized (number of strips),,,,,,,,2.00,,
CIW,Contraband,Suboxone Seizure Events,,,,2.00,2.00,,,2.00,,2.00
CIW,Contraband,Synthetic Cannabinoid / Spice Seizure Events,,,,,,,,,2.00,2.00
CIW,Contraband,Tobacco Seizure Events,,,,,2.00,,,10.00,,
CIW,Fiscal,Actual Expenditures ($),"12,472,785.40","26,170,471.86","39,205,840.58","52,610,706.11","66,440,185.99","80,287,973.33","93,360,874.35","106,733,376.11","120,622,130.84","134,371,450.41"
CIW,Fiscal,Institution Budget ($),"169,573,472.00","169,577,189.00","169,834,491.00","169,502,897.00","170,122,101.00","157,633,009.00","158,152,234.00","158,711,829.32","159,126,190.32","166,752,043.32"
CIW,Incarcerated Persons Grievances and Appeals,Appeals Denied,23.00,39.00,11.00,11.00,16.00,24.00,25.00,17.00,14.00,
CIW,Incarcerated Persons Grievances and Appeals,Appeals Granted,7.00,8.00,2.00,3.00,7.00,3.00,7.00,8.00,5.00,
