month,institution,measure,value
Oct 2021,SVSP,Patients 50 Years or Older,18%
Oct 2021,SVSP,Specialized Health Care Beds,268
Oct 2021,SVSP,Institution Population,2998
Oct 2021,VSP,High Risk Priority 1,7%
Oct 2021,VSP,High Risk Priority 2,12%
Oct 2021,VSP,Medium Risk,48%
Oct 2021,VSP,Low Risk,33%
Oct 2021,VSP,Mental Health EOP,10%
Oct 2021,VSP,Disability Placement Program (DPP) Patients,23%
Oct 2021,VSP,Patients 50 Years or Older,45%
Oct 2021,VSP,Specialized Health Care Beds,20
Oct 2021,VSP,Institution Population,2991
Oct 2021,WSP,High Risk Priority 1,1%
Oct 2021,WSP,High Risk Priority 2,3%
Oct 2021,WSP,Medium Risk,39%
Oct 2021,WSP,Low Risk,57%
Oct 2021,WSP,Mental Health EOP,2%
Oct 2021,WSP,Disability Placement Program (DPP) Patients,3%
Oct 2021,WSP,Patients 50 Years or Older,9%
Oct 2021,WSP,Specialized Health Care Beds,16
Oct 2021,WSP,Institution Population,3918
Sep 2021,SW,High Risk Priority 1,7%
Sep 2021,SW,High Risk Priority 2,9%
Sep 2021,SW,Medium Risk,36%
Sep 2021,SW,Low Risk,48%
Sep 2021,SW,Mental Health EOP,6%
Sep 2021,SW,Disability Placement Program (DPP) Patients,10%
Sep 2021,SW,Patients 50 Years or Older,27%
Sep 2021,SW,Specialized Health Care Beds,3802
Sep 2021,SW,Institution Population,99419
Sep 2021,ASP,High Risk Priority 1,0%
Sep 2021,ASP,High Risk Priority 2,1%
Sep 2021,ASP,Medium Risk,37%
Sep 2021,ASP,Low Risk,62%
Sep 2021,ASP,Mental Health EOP,0%
Sep 2021,ASP,Disability Placement Program (DPP) Patients,3%
Sep 2021,ASP,Patients 50 Years or Older,28%
Sep 2021,ASP,Specialized Health Care Beds,28
Sep 2021,ASP,Institution Population,3628
Sep 2021,CAC,High Risk Priority 1,0%
Sep 2021,CAC,High Risk Priority 2,1%
Sep 2021,CAC,Medium Risk,15%
Sep 2021,CAC,Low Risk,85%
Sep 2021,CAC,Mental Health EOP,0%
Sep 2021,CAC,Disability Placement Program (DPP) Patients,2%
Sep 2021,CAC,Patients 50 Years or Older,10%
Sep 2021,CAC,Specialized Health Care Beds,
Sep 2021,CAC,Institution Population,2135
Sep 2021,CAL,High Risk Priority 1,0%
Sep 2021,CAL,High Risk Priority 2,1%
Sep 2021,CAL,Medium Risk,15%
Sep 2021,CAL,Low Risk,84%
Sep 2021,CAL,Mental Health EOP,0%
Sep 2021,CAL,Disability Placement Program (DPP) Patients,2%
Sep 2021,CAL,Patients 50 Years or Older,8%
Sep 2021,CAL,Specialized Health Care Beds,18
Sep 2021,CAL,Institution Population,2890
Sep 2021,CCC,High Risk Priority 1,0%
Sep 2021,CCC,High Risk Priority 2,1%
Sep 2021,CCC,Medium Risk,9%
Sep 2021,CCC,Low Risk,90%
Sep 2021,CCC,Mental Health EOP,0%
Sep 2021,CCC,Disability Placement Program (DPP) Patients,1%
Sep 2021,CCC,Patients 50 Years or Older,10%
Sep 2021,CCC,Specialized Health Care Beds,19
Sep 2021,CCC,Institution Population,1992
Sep 2021,CCI,High Risk Priority 1,1%
Sep 2021,CCI,High Risk Priority 2,5%
Sep 2021,CCI,Medium Risk,43%
Sep 2021,CCI,Low Risk,51%
Sep 2021,CCI,Mental Health EOP,0%
Sep 2021,CCI,Disability Placement Program (DPP) Patients,3%
Sep 2021,CCI,Patients 50 Years or Older,23%
Sep 2021,CCI,Specialized Health Care Beds,16
Sep 2021,CCI,Institution Population,2716
Sep 2021,CCWF,High Risk Priority 1,7%
Sep 2021,CCWF,High Risk Priority 2,9%
Sep 2021,CCWF,Medium Risk,55%
Sep 2021,CCWF,Low Risk,29%
Sep 2021,CCWF,Mental Health EOP,4%
Sep 2021,CCWF,Disability Placement Program (DPP) Patients,10%
Sep 2021,CCWF,Patients 50 Years or Older,20%
Sep 2021,CCWF,Specialized Health Care Beds,38
Sep 2021,CCWF,Institution Population,2380
Sep 2021,CEN,High Risk Priority 1,1%
Sep 2021,CEN,High Risk Priority 2,2%
Sep 2021,CEN,Medium Risk,16%
Sep 2021,CEN,Low Risk,82%
Sep 2021,CEN,Mental Health EOP,0%
Sep 2021,CEN,Disability Placement Program (DPP) Patients,2%
Sep 2021,CEN,Patients 50 Years or Older,11%
Sep 2021,CEN,Specialized Health Care Beds,13
Sep 2021,CEN,Institution Population,2905
Sep 2021,CHCF,High Risk Priority 1,51%
Sep 2021,CHCF,High Risk Priority 2,19%
Sep 2021,CHCF,Medium Risk,22%
Sep 2021,CHCF,Low Risk,7%
Sep 2021,CHCF,Mental Health EOP,17%
Sep 2021,CHCF,Disability Placement Program (DPP) Patients,53%
Sep 2021,CHCF,Patients 50 Years or Older,65%
Sep 2021,CHCF,Specialized Health Care Beds,2008
Sep 2021,CHCF,Institution Population,2390
Sep 2021,CIM,High Risk Priority 1,16%
Sep 2021,CIM,High Risk Priority 2,29%
Sep 2021,CIM,Medium Risk,33%
Sep 2021,CIM,Low Risk,22%
Sep 2021,CIM,Mental Health EOP,0%
Sep 2021,CIM,Disability Placement Program (DPP) Patients,19%
Sep 2021,CIM,Patients 50 Years or Older,51%
Sep 2021,CIM,Specialized Health Care Beds,78
Sep 2021,CIM,Institution Population,2606
Sep 2021,CIW,High Risk Priority 1,13%
Sep 2021,CIW,High Risk Priority 2,16%
Sep 2021,CIW,Medium Risk,42%
Sep 2021,CIW,Low Risk,28%
Sep 2021,CIW,Mental Health EOP,5%
Sep 2021,CIW,Disability Placement Program (DPP) Patients,13%
Sep 2021,CIW,Patients 50 Years or Older,31%
Sep 2021,CIW,Specialized Health Care Beds,98
Sep 2021,CIW,Institution Population,1003
Sep 2021,CMC,High Risk Priority 1,8%
Sep 2021,CMC,High Risk Priority 2,18%
Sep 2021,CMC,Medium Risk,39%
Sep 2021,CMC,Low Risk,35%
Sep 2021,CMC,Mental Health EOP,17%
Sep 2021,CMC,Disability Placement Program (DPP) Patients,11%
Sep 2021,CMC,Patients 50 Years or Older,43%
Sep 2021,CMC,Specialized Health Care Beds,87
Sep 2021,CMC,Institution Population,3092
Sep 2021,CMF,High Risk Priority 1,29%
Sep 2021,CMF,High Risk Priority 2,24%
Sep 2021,CMF,Medium Risk,35%
Sep 2021,CMF,Low Risk,12%
Sep 2021,CMF,Mental Health EOP,24%
Sep 2021,CMF,Disability Placement Program (DPP) Patients,37%
Sep 2021,CMF,Patients 50 Years or Older,52%
Sep 2021,CMF,Specialized Health Care Beds,633
Sep 2021,CMF,Institution Population,2017
Sep 2021,COR,High Risk Priority 1,5%
Sep 2021,COR,High Risk Priority 2,8%
Sep 2021,COR,Medium Risk,46%
Sep 2021,COR,Low Risk,42%
Sep 2021,COR,Mental Health EOP,6%
Sep 2021,COR,Disability Placement Program (DPP) Patients,9%
Sep 2021,COR,Patients 50 Years or Older,25%
Sep 2021,COR,Specialized Health Care Beds,92
Sep 2021,COR,Institution Population,3462
Sep 2021,CRC,High Risk Priority 1,1%
Sep 2021,CRC,High Risk Priority 2,4%
Sep 2021,CRC,Medium Risk,50%
Sep 2021,CRC,Low Risk,45%
Sep 2021,CRC,Mental Health EOP,0%
Sep 2021,CRC,Disability Placement Program (DPP) Patients,2%
Sep 2021,CRC,Patients 50 Years or Older,20%
Sep 2021,CRC,Specialized Health Care Beds,10
Sep 2021,CRC,Institution Population,2688
Sep 2021,CTF,High Risk Priority 1,4%
Sep 2021,CTF,High Risk Priority 2,10%
Sep 2021,CTF,Medium Risk,37%
Sep 2021,CTF,Low Risk,50%
Sep 2021,CTF,Mental Health EOP,0%
Sep 2021,CTF,Disability Placement Program (DPP) Patients,10%
Sep 2021,CTF,Patients 50 Years or Older,48%
Sep 2021,CTF,Specialized Health Care Beds,17
Sep 2021,CTF,Institution Population,4477
Sep 2021,CVSP,High Risk Priority 1,1%
Sep 2021,CVSP,High Risk Priority 2,6%
Sep 2021,CVSP,Medium Risk,18%
Sep 2021,CVSP,Low Risk,75%
Sep 2021,CVSP,Mental Health EOP,0%
Sep 2021,CVSP,Disability Placement Program (DPP) Patients,6%
Sep 2021,CVSP,Patients 50 Years or Older,34%
Sep 2021,CVSP,Specialized Health Care Beds,14
Sep 2021,CVSP,Institution Population,2355
Sep 2021,DVI,High Risk Priority 1,0%
Sep 2021,DVI,High Risk Priority 2,10%
Sep 2021,DVI,Medium Risk,30%
Sep 2021,DVI,Low Risk,60%
Sep 2021,DVI,Mental Health EOP,5%
Sep 2021,DVI,Disability Placement Program (DPP) Patients,0%
Sep 2021,DVI,Patients 50 Years or Older,20%
Sep 2021,DVI,Specialized Health Care Beds,
Sep 2021,DVI,Institution Population,20
Sep 2021,FSP,High Risk Priority 1,3%
Sep 2021,FSP,High Risk Priority 2,9%
Sep 2021,FSP,Medium Risk,33%
Sep 2021,FSP,Low Risk,56%
Sep 2021,FSP,Mental Health EOP,0%
Sep 2021,FSP,Disability Placement Program (DPP) Patients,3%
Sep 2021,FSP,Patients 50 Years or Older,29%
Sep 2021,FSP,Specialized Health Care Beds,
Sep 2021,FSP,Institution Population,2776
Sep 2021,HDSP,High Risk Priority 1,1%
Sep 2021,HDSP,High Risk Priority 2,3%
Sep 2021,HDSP,Medium Risk,42%
Sep 2021,HDSP,Low Risk,54%
Sep 2021,HDSP,Mental Health EOP,0%
Sep 2021,HDSP,Disability Placement Program (DPP) Patients,6%
Sep 2021,HDSP,Patients 50 Years or Older,11%
Sep 2021,HDSP,Specialized Health Care Beds,30
Sep 2021,HDSP,Institution Population,3245
Sep 2021,ISP,High Risk Priority 1,0%
Sep 2021,ISP,High Risk Priority 2,3%
Sep 2021,ISP,Medium Risk,14%
Sep 2021,ISP,Low Risk,83%
Sep 2021,ISP,Mental Health EOP,0%
Sep 2021,ISP,Disability Placement Program (DPP) Patients,3%
Sep 2021,ISP,Patients 50 Years or Older,16%
Sep 2021,ISP,Specialized Health Care Beds,14
Sep 2021,ISP,Institution Population,2304
Sep 2021,KVSP,High Risk Priority 1,3%
Sep 2021,KVSP,High Risk Priority 2,5%
Sep 2021,KVSP,Medium Risk,42%
Sep 2021,KVSP,Low Risk,51%
Sep 2021,KVSP,Mental Health EOP,3%
Sep 2021,KVSP,Disability Placement Program (DPP) Patients,6%
Sep 2021,KVSP,Patients 50 Years or Older,14%
Sep 2021,KVSP,Specialized Health Care Beds,22
Sep 2021,KVSP,Institution Population,3491
Sep 2021,LAC,High Risk Priority 1,11%
Sep 2021,LAC,High Risk Priority 2,17%
Sep 2021,LAC,Medium Risk,43%
Sep 2021,LAC,Low Risk,29%
Sep 2021,LAC,Mental Health EOP,19%
Sep 2021,LAC,Disability Placement Program (DPP) Patients,15%
Sep 2021,LAC,Patients 50 Years or Older,29%
Sep 2021,LAC,Specialized Health Care Beds,16
Sep 2021,LAC,Institution Population,2821
Sep 2021,MCSP,High Risk Priority 1,22%
Sep 2021,MCSP,High Risk Priority 2,23%
Sep 2021,MCSP,Medium Risk,40%
Sep 2021,MCSP,Low Risk,14%
Sep 2021,MCSP,Mental Health EOP,18%
Sep 2021,MCSP,Disability Placement Program (DPP) Patients,24%
Sep 2021,MCSP,Patients 50 Years or Older,46%
Sep 2021,MCSP,Specialized Health Care Beds,10
Sep 2021,MCSP,Institution Population,3772
Sep 2021,NKSP,High Risk Priority 1,1%
Sep 2021,NKSP,High Risk Priority 2,3%
Sep 2021,NKSP,Medium Risk,35%
Sep 2021,NKSP,Low Risk,61%
Sep 2021,NKSP,Mental Health EOP,2%
Sep 2021,NKSP,Disability Placement Program (DPP) Patients,2%
Sep 2021,NKSP,Patients 50 Years or Older,11%
Sep 2021,NKSP,Specialized Health Care Beds,16
Sep 2021,NKSP,Institution Population,3951
Sep 2021,PBSP,High Risk Priority 1,1%
Sep 2021,PBSP,High Risk Priority 2,5%
Sep 2021,PBSP,Medium Risk,26%
Sep 2021,PBSP,Low Risk,68%
Sep 2021,PBSP,Mental Health EOP,0%
Sep 2021,PBSP,Disability Placement Program (DPP) Patients,3%
Sep 2021,PBSP,Patients 50 Years or Older,17%
Sep 2021,PBSP,Specialized Health Care Beds,19
Sep 2021,PBSP,Institution Population,2099
Sep 2021,PVSP,High Risk Priority 1,0%
Sep 2021,PVSP,High Risk Priority 2,0%
Sep 2021,PVSP,Medium Risk,29%
Sep 2021,PVSP,Low Risk,70%
Sep 2021,PVSP,Mental Health EOP,0%
Sep 2021,PVSP,Disability Placement Program (DPP) Patients,2%
Sep 2021,PVSP,Patients 50 Years or Older,8%
Sep 2021,PVSP,Specialized Health Care Beds,15
Sep 2021,PVSP,Institution Population,2687
Sep 2021,RJD,High Risk Priority 1,20%
Sep 2021,RJD,High Risk Priority 2,21%
Sep 2021,RJD,Medium Risk,44%
Sep 2021,RJD,Low Risk,15%
Sep 2021,RJD,Mental Health EOP,24%
Sep 2021,RJD,Disability Placement Program (DPP) Patients,28%
Sep 2021,RJD,Patients 50 Years or Older,43%
Sep 2021,RJD,Specialized Health Care Beds,28
Sep 2021,RJD,Institution Population,3302
Sep 2021,SAC,High Risk Priority 1,5%
Sep 2021,SAC,High Risk Priority 2,15%
Sep 2021,SAC,Medium Risk,51%
Sep 2021,SAC,Low Risk,29%
Sep 2021,SAC,Mental Health EOP,42%
Sep 2021,SAC,Disability Placement Program (DPP) Patients,6%
Sep 2021,SAC,Patients 50 Years or Older,15%
Sep 2021,SAC,Specialized Health Care Beds,46
Sep 2021,SAC,Institution Population,2055
Sep 2021,SATF,High Risk Priority 1,5%
Sep 2021,SATF,High Risk Priority 2,8%
Sep 2021,SATF,Medium Risk,52%
Sep 2021,SATF,Low Risk,36%
Sep 2021,SATF,Mental Health EOP,10%
Sep 2021,SATF,Disability Placement Program (DPP) Patients,16%
Sep 2021,SATF,Patients 50 Years or Older,29%
Sep 2021,SATF,Specialized Health Care Beds,38
Sep 2021,SATF,Institution Population,5056
Sep 2021,SCC,High Risk Priority 1,0%
Sep 2021,SCC,High Risk Priority 2,2%
Sep 2021,SCC,Medium Risk,18%
Sep 2021,SCC,Low Risk,80%
Sep 2021,SCC,Mental Health EOP,0%
Sep 2021,SCC,Disability Placement Program (DPP) Patients,2%
Sep 2021,SCC,Patients 50 Years or Older,14%
Sep 2021,SCC,Specialized Health Care Beds,10
Sep 2021,SCC,Institution Population,3304
Sep 2021,SOL,High Risk Priority 1,10%
Sep 2021,SOL,High Risk Priority 2,15%
Sep 2021,SOL,Medium Risk,24%
Sep 2021,SOL,Low Risk,51%
Sep 2021,SOL,Mental Health EOP,0%
Sep 2021,SOL,Disability Placement Program (DPP) Patients,15%
Sep 2021,SOL,Patients 50 Years or Older,35%
Sep 2021,SOL,Specialized Health Care Beds,15
Sep 2021,SOL,Institution Population,3284
Sep 2021,SQ,High Risk Priority 1,14%
Sep 2021,SQ,High Risk Priority 2,22%
Sep 2021,SQ,Medium Risk,37%
Sep 2021,SQ,Low Risk,27%
Sep 2021,SQ,Mental Health EOP,7%
Sep 2021,SQ,Disability Placement Program (DPP) Patients,11%
Sep 2021,SQ,Patients 50 Years or Older,55%
Sep 2021,SQ,Specialized Health Care Beds,50
Sep 2021,SQ,Institution Population,2849
Sep 2021,SVSP,High Risk Priority 1,5%
Sep 2021,SVSP,High Risk Priority 2,10%
Sep 2021,SVSP,Medium Risk,49%
Sep 2021,SVSP,Low Risk,35%
Sep 2021,SVSP,Mental Health EOP,9%
Sep 2021,SVSP,Disability Placement Program (DPP) Patients,12%
Sep 2021,SVSP,Patients 50 Years or Older,19%
Sep 2021,SVSP,Specialized Health Care Beds,268
Sep 2021,SVSP,Institution Population,3029
Sep 2021,VSP,High Risk Priority 1,7%
Sep 2021,VSP,High Risk Priority 2,11%
Sep 2021,VSP,Medium Risk,48%
Sep 2021,VSP,Low Risk,34%
Sep 2021,VSP,Mental Health EOP,10%
Sep 2021,VSP,Disability Placement Program (DPP) Patients,22%
Sep 2021,VSP,Patients 50 Years or Older,45%
Sep 2021,VSP,Specialized Health Care Beds,20
Sep 2021,VSP,Institution Population,2991
Sep 2021,WSP,High Risk Priority 1,1%
Sep 2021,WSP,High Risk Priority 2,3%
Sep 2021,WSP,Medium Risk,40%
Sep 2021,WSP,Low Risk,57%
Sep 2021,WSP,Mental Health EOP,2%
Sep 2021,WSP,Disability Placement Program (DPP) Patients,3%
Sep 2021,WSP,Patients 50 Years or Older,9%
Sep 2021,WSP,Specialized Health Care Beds,16
Sep 2021,WSP,Institution Population,3647
Aug 2021,SW,High Risk Priority 1,7%
Aug 2021,SW,High Risk Priority 2,9%
Aug 2021,SW,Medium Risk,35%
Aug 2021,SW,Low Risk,48%
Aug 2021,SW,Mental Health EOP,6%
Aug 2021,SW,Disability Placement Program (DPP) Patients,10%
Aug 2021,SW,Patients 50 Years or Older,27%
Aug 2021,SW,Specialized Health Care Beds,3802
Aug 2021,SW,Institution Population,99667
Aug 2021,ASP,High Risk Priority 1,0%
Aug 2021,ASP,High Risk Priority 2,1%
Aug 2021,ASP,Medium Risk,38%
Aug 2021,ASP,Low Risk,61%
Aug 2021,ASP,Mental Health EOP,0%
Aug 2021,ASP,Disability Placement Program (DPP) Patients,3%
Aug 2021,ASP,Patients 50 Years or Older,29%
Aug 2021,ASP,Specialized Health Care Beds,28
Aug 2021,ASP,Institution Population,3577
Aug 2021,CAC,High Risk Priority 1,0%
Aug 2021,CAC,High Risk Priority 2,1%
Aug 2021,CAC,Medium Risk,15%
Aug 2021,CAC,Low Risk,84%
Aug 2021,CAC,Mental Health EOP,0%
Aug 2021,CAC,Disability Placement Program (DPP) Patients,2%
Aug 2021,CAC,Patients 50 Years or Older,11%
Aug 2021,CAC,Specialized Health Care Beds,
Aug 2021,CAC,Institution Population,2127
Aug 2021,CAL,High Risk Priority 1,0%
Aug 2021,CAL,High Risk Priority 2,2%
Aug 2021,CAL,Medium Risk,15%
Aug 2021,CAL,Low Risk,83%
Aug 2021,CAL,Mental Health EOP,0%
Aug 2021,CAL,Disability Placement Program (DPP) Patients,2%
Aug 2021,CAL,Patients 50 Years or Older,8%
Aug 2021,CAL,Specialized Health Care Beds,18
Aug 2021,CAL,Institution Population,2919
Aug 2021,CCC,High Risk Priority 1,0%
Aug 2021,CCC,High Risk Priority 2,1%
Aug 2021,CCC,Medium Risk,9%
Aug 2021,CCC,Low Risk,89%
Aug 2021,CCC,Mental Health EOP,0%
Aug 2021,CCC,Disability Placement Program (DPP) Patients,1%
Aug 2021,CCC,Patients 50 Years or Older,10%
Aug 2021,CCC,Specialized Health Care Beds,19
Aug 2021,CCC,Institution Population,2114
Aug 2021,CCI,High Risk Priority 1,1%
Aug 2021,CCI,High Risk Priority 2,5%
Aug 2021,CCI,Medium Risk,44%
Aug 2021,CCI,Low Risk,50%
Aug 2021,CCI,Mental Health EOP,0%
Aug 2021,CCI,Disability Placement Program (DPP) Patients,3%
Aug 2021,CCI,Patients 50 Years or Older,23%
Aug 2021,CCI,Specialized Health Care Beds,16
Aug 2021,CCI,Institution Population,2812
Aug 2021,CCWF,High Risk Priority 1,7%
Aug 2021,CCWF,High Risk Priority 2,10%
Aug 2021,CCWF,Medium Risk,55%
Aug 2021,CCWF,Low Risk,29%
Aug 2021,CCWF,Mental Health EOP,4%
Aug 2021,CCWF,Disability Placement Program (DPP) Patients,9%
Aug 2021,CCWF,Patients 50 Years or Older,20%
Aug 2021,CCWF,Specialized Health Care Beds,38
Aug 2021,CCWF,Institution Population,2431
Aug 2021,CEN,High Risk Priority 1,1%
Aug 2021,CEN,High Risk Priority 2,2%
Aug 2021,CEN,Medium Risk,16%
Aug 2021,CEN,Low Risk,82%
Aug 2021,CEN,Mental Health EOP,0%
Aug 2021,CEN,Disability Placement Program (DPP) Patients,2%
Aug 2021,CEN,Patients 50 Years or Older,11%
Aug 2021,CEN,Specialized Health Care Beds,13
Aug 2021,CEN,Institution Population,2979
Aug 2021,CHCF,High Risk Priority 1,50%
Aug 2021,CHCF,High Risk Priority 2,19%
Aug 2021,CHCF,Medium Risk,23%
Aug 2021,CHCF,Low Risk,8%
Aug 2021,CHCF,Mental Health EOP,17%
Aug 2021,CHCF,Disability Placement Program (DPP) Patients,51%
Aug 2021,CHCF,Patients 50 Years or Older,64%
Aug 2021,CHCF,Specialized Health Care Beds,2008
Aug 2021,CHCF,Institution Population,2455
Aug 2021,CIM,High Risk Priority 1,18%
Aug 2021,CIM,High Risk Priority 2,29%
Aug 2021,CIM,Medium Risk,33%
Aug 2021,CIM,Low Risk,21%
Aug 2021,CIM,Mental Health EOP,0%
Aug 2021,CIM,Disability Placement Program (DPP) Patients,19%
Aug 2021,CIM,Patients 50 Years or Older,52%
Aug 2021,CIM,Specialized Health Care Beds,78
Aug 2021,CIM,Institution Population,2559
Aug 2021,CIW,High Risk Priority 1,14%
Aug 2021,CIW,High Risk Priority 2,15%
Aug 2021,CIW,Medium Risk,42%
Aug 2021,CIW,Low Risk,28%
Aug 2021,CIW,Mental Health EOP,5%
Aug 2021,CIW,Disability Placement Program (DPP) Patients,13%
Aug 2021,CIW,Patients 50 Years or Older,31%
Aug 2021,CIW,Specialized Health Care Beds,98
Aug 2021,CIW,Institution Population,991
Aug 2021,CMC,High Risk Priority 1,10%
Aug 2021,CMC,High Risk Priority 2,17%
Aug 2021,CMC,Medium Risk,39%
Aug 2021,CMC,Low Risk,34%
Aug 2021,CMC,Mental Health EOP,17%
Aug 2021,CMC,Disability Placement Program (DPP) Patients,11%
Aug 2021,CMC,Patients 50 Years or Older,43%
Aug 2021,CMC,Specialized Health Care Beds,87
Aug 2021,CMC,Institution Population,3116
Aug 2021,CMF,High Risk Priority 1,29%
Aug 2021,CMF,High Risk Priority 2,24%
Aug 2021,CMF,Medium Risk,34%
Aug 2021,CMF,Low Risk,12%
Aug 2021,CMF,Mental Health EOP,24%
Aug 2021,CMF,Disability Placement Program (DPP) Patients,37%
Aug 2021,CMF,Patients 50 Years or Older,51%
Aug 2021,CMF,Specialized Health Care Beds,633
Aug 2021,CMF,Institution Population,2036
Aug 2021,COR,High Risk Priority 1,5%
Aug 2021,COR,High Risk Priority 2,8%
Aug 2021,COR,Medium Risk,46%
Aug 2021,COR,Low Risk,42%
Aug 2021,COR,Mental Health EOP,6%
Aug 2021,COR,Disability Placement Program (DPP) Patients,9%
Aug 2021,COR,Patients 50 Years or Older,24%
Aug 2021,COR,Specialized Health Care Beds,92
Aug 2021,COR,Institution Population,3413
Aug 2021,CRC,High Risk Priority 1,1%
Aug 2021,CRC,High Risk Priority 2,4%
Aug 2021,CRC,Medium Risk,48%
Aug 2021,CRC,Low Risk,46%
Aug 2021,CRC,Mental Health EOP,0%
Aug 2021,CRC,Disability Placement Program (DPP) Patients,2%
Aug 2021,CRC,Patients 50 Years or Older,20%
Aug 2021,CRC,Specialized Health Care Beds,10
Aug 2021,CRC,Institution Population,2545
Aug 2021,CTF,High Risk Priority 1,4%
Aug 2021,CTF,High Risk Priority 2,9%
Aug 2021,CTF,Medium Risk,38%
Aug 2021,CTF,Low Risk,49%
Aug 2021,CTF,Mental Health EOP,0%
Aug 2021,CTF,Disability Placement Program (DPP) Patients,10%
Aug 2021,CTF,Patients 50 Years or Older,47%
Aug 2021,CTF,Specialized Health Care Beds,17
Aug 2021,CTF,Institution Population,4582
Aug 2021,CVSP,High Risk Priority 1,2%
Aug 2021,CVSP,High Risk Priority 2,6%
Aug 2021,CVSP,Medium Risk,19%
Aug 2021,CVSP,Low Risk,74%
Aug 2021,CVSP,Mental Health EOP,0%
Aug 2021,CVSP,Disability Placement Program (DPP) Patients,6%
Aug 2021,CVSP,Patients 50 Years or Older,34%
Aug 2021,CVSP,Specialized Health Care Beds,14
Aug 2021,CVSP,Institution Population,2285
Aug 2021,DVI,High Risk Priority 1,0%
Aug 2021,DVI,High Risk Priority 2,10%
Aug 2021,DVI,Medium Risk,30%
Aug 2021,DVI,Low Risk,60%
Aug 2021,DVI,Mental Health EOP,5%
Aug 2021,DVI,Disability Placement Program (DPP) Patients,0%
Aug 2021,DVI,Patients 50 Years or Older,20%
Aug 2021,DVI,Specialized Health Care Beds,
Aug 2021,DVI,Institution Population,20
Aug 2021,FSP,High Risk Priority 1,3%
Aug 2021,FSP,High Risk Priority 2,9%
Aug 2021,FSP,Medium Risk,33%
Aug 2021,FSP,Low Risk,55%
Aug 2021,FSP,Mental Health EOP,0%
Aug 2021,FSP,Disability Placement Program (DPP) Patients,3%
Aug 2021,FSP,Patients 50 Years or Older,30%
Aug 2021,FSP,Specialized Health Care Beds,
Aug 2021,FSP,Institution Population,2721
Aug 2021,HDSP,High Risk Priority 1,2%
Aug 2021,HDSP,High Risk Priority 2,3%
Aug 2021,HDSP,Medium Risk,41%
Aug 2021,HDSP,Low Risk,54%
Aug 2021,HDSP,Mental Health EOP,0%
Aug 2021,HDSP,Disability Placement Program (DPP) Patients,6%
Aug 2021,HDSP,Patients 50 Years or Older,11%
Aug 2021,HDSP,Specialized Health Care Beds,30
Aug 2021,HDSP,Institution Population,3260
Aug 2021,ISP,High Risk Priority 1,0%
Aug 2021,ISP,High Risk Priority 2,3%
Aug 2021,ISP,Medium Risk,14%
Aug 2021,ISP,Low Risk,83%
Aug 2021,ISP,Mental Health EOP,0%
Aug 2021,ISP,Disability Placement Program (DPP) Patients,3%
Aug 2021,ISP,Patients 50 Years or Older,16%
Aug 2021,ISP,Specialized Health Care Beds,14
Aug 2021,ISP,Institution Population,2391
Aug 2021,KVSP,High Risk Priority 1,3%
Aug 2021,KVSP,High Risk Priority 2,5%
Aug 2021,KVSP,Medium Risk,42%
Aug 2021,KVSP,Low Risk,50%
Aug 2021,KVSP,Mental Health EOP,3%
Aug 2021,KVSP,Disability Placement Program (DPP) Patients,6%
Aug 2021,KVSP,Patients 50 Years or Older,14%
Aug 2021,KVSP,Specialized Health Care Beds,22
Aug 2021,KVSP,Institution Population,3518
Aug 2021,LAC,High Risk Priority 1,12%
Aug 2021,LAC,High Risk Priority 2,17%
Aug 2021,LAC,Medium Risk,43%
Aug 2021,LAC,Low Risk,28%
Aug 2021,LAC,Mental Health EOP,19%
Aug 2021,LAC,Disability Placement Program (DPP) Patients,15%
Aug 2021,LAC,Patients 50 Years or Older,30%
Aug 2021,LAC,Specialized Health Care Beds,16
Aug 2021,LAC,Institution Population,2782
Aug 2021,MCSP,High Risk Priority 1,23%
Aug 2021,MCSP,High Risk Priority 2,23%
Aug 2021,MCSP,Medium Risk,40%
