month,group,institution,measure,value
Sep 2025,Staffing,KVSP,Mental Health Vacancies (All),42%
Sep 2025,Staffing,KVSP,Dental Vacancies (All),9%
Sep 2025,Staffing,LAC,Actual Vacancies (All),20%
Sep 2025,Staffing,LAC,Medical Vacancies (All),16%
Sep 2025,Staffing,LAC,Mental Health Vacancies (All),32%
Sep 2025,Staffing,LAC,Dental Vacancies (All),6%
Sep 2025,Staffing,MCSP,Actual Vacancies (All),27%
Sep 2025,Staffing,MCSP,Medical Vacancies (All),20%
Sep 2025,Staffing,MCSP,Mental Health Vacancies (All),43%
Sep 2025,Staffing,MCSP,Dental Vacancies (All),13%
Sep 2025,Staffing,NKSP,Actual Vacancies (All),16%
Sep 2025,Staffing,NKSP,Medical Vacancies (All),6%
Sep 2025,Staffing,NKSP,Mental Health Vacancies (All),46%
Sep 2025,Staffing,NKSP,Dental Vacancies (All),14%
Sep 2025,Staffing,PBSP,Actual Vacancies (All),44%
Sep 2025,Staffing,PBSP,Medical Vacancies (All),46%
Sep 2025,Staffing,PBSP,Mental Health Vacancies (All),52%
Sep 2025,Staffing,PBSP,Dental Vacancies (All),4%
Sep 2025,Staffing,PVSP,Actual Vacancies (All),22%
Sep 2025,Staffing,PVSP,Medical Vacancies (All),16%
Sep 2025,Staffing,PVSP,Mental Health Vacancies (All),47%
Sep 2025,Staffing,PVSP,Dental Vacancies (All),3%
Sep 2025,Staffing,RJD,Actual Vacancies (All),24%
Sep 2025,Staffing,RJD,Medical Vacancies (All),20%
Sep 2025,Staffing,RJD,Mental Health Vacancies (All),34%
Sep 2025,Staffing,RJD,Dental Vacancies (All),15%
Sep 2025,Staffing,SAC,Actual Vacancies (All),29%
Sep 2025,Staffing,SAC,Medical Vacancies (All),20%
Sep 2025,Staffing,SAC,Mental Health Vacancies (All),43%
Sep 2025,Staffing,SAC,Dental Vacancies (All),17%
Sep 2025,Staffing,SATF,Actual Vacancies (All),25%
Sep 2025,Staffing,SATF,Medical Vacancies (All),20%
Sep 2025,Staffing,SATF,Mental Health Vacancies (All),39%
Sep 2025,Staffing,SATF,Dental Vacancies (All),9%
Sep 2025,Staffing,SCC,Actual Vacancies (All),15%
Sep 2025,Staffing,SCC,Medical Vacancies (All),13%
Sep 2025,Staffing,SCC,Mental Health Vacancies (All),18%
Sep 2025,Staffing,SCC,Dental Vacancies (All),14%
Sep 2025,Staffing,SOL,Actual Vacancies (All),14%
Sep 2025,Staffing,SOL,Medical Vacancies (All),15%
Sep 2025,Staffing,SOL,Mental Health Vacancies (All),8%
Sep 2025,Staffing,SOL,Dental Vacancies (All),10%
Sep 2025,Staffing,SQ,Actual Vacancies (All),21%
Sep 2025,Staffing,SQ,Medical Vacancies (All),22%
Sep 2025,Staffing,SQ,Mental Health Vacancies (All),15%
Sep 2025,Staffing,SQ,Dental Vacancies (All),25%
Sep 2025,Staffing,SVSP,Actual Vacancies (All),35%
Sep 2025,Staffing,SVSP,Medical Vacancies (All),31%
Sep 2025,Staffing,SVSP,Mental Health Vacancies (All),50%
Sep 2025,Staffing,SVSP,Dental Vacancies (All),19%
Sep 2025,Staffing,VSP,Actual Vacancies (All),14%
Sep 2025,Staffing,VSP,Medical Vacancies (All),11%
Sep 2025,Staffing,VSP,Mental Health Vacancies (All),22%
Sep 2025,Staffing,VSP,Dental Vacancies (All),10%
Sep 2025,Staffing,WSP,Actual Vacancies (All),22%
Sep 2025,Staffing,WSP,Medical Vacancies (All),10%
Sep 2025,Staffing,WSP,Mental Health Vacancies (All),51%
Sep 2025,Staffing,WSP,Dental Vacancies (All),8%
Aug 2025,Staffing,SW,Actual Vacancies (All),21%
Aug 2025,Staffing,SW,Medical Vacancies (All),16%
Aug 2025,Staffing,SW,Mental Health Vacancies (All),40%
Aug 2025,Staffing,SW,Dental Vacancies (All),11%
Aug 2025,Staffing,ASP,Actual Vacancies (All),14%
Aug 2025,Staffing,ASP,Medical Vacancies (All),8%
Aug 2025,Staffing,ASP,Mental Health Vacancies (All),33%
Aug 2025,Staffing,ASP,Dental Vacancies (All),11%
Aug 2025,Staffing,CAL,Actual Vacancies (All),14%
Aug 2025,Staffing,CAL,Medical Vacancies (All),12%
Aug 2025,Staffing,CAL,Mental Health Vacancies (All),39%
Aug 2025,Staffing,CAL,Dental Vacancies (All),13%
Aug 2025,Staffing,CCI,Actual Vacancies (All),33%
Aug 2025,Staffing,CCI,Medical Vacancies (All),26%
Aug 2025,Staffing,CCI,Mental Health Vacancies (All),57%
Aug 2025,Staffing,CCI,Dental Vacancies (All),15%
Aug 2025,Staffing,CCWF,Actual Vacancies (All),18%
Aug 2025,Staffing,CCWF,Medical Vacancies (All),17%
Aug 2025,Staffing,CCWF,Mental Health Vacancies (All),24%
Aug 2025,Staffing,CCWF,Dental Vacancies (All),4%
Aug 2025,Staffing,CEN,Actual Vacancies (All),14%
Aug 2025,Staffing,CEN,Medical Vacancies (All),12%
Aug 2025,Staffing,CEN,Mental Health Vacancies (All),30%
Aug 2025,Staffing,CEN,Dental Vacancies (All),14%
Aug 2025,Staffing,CHCF,Actual Vacancies (All),16%
Aug 2025,Staffing,CHCF,Medical Vacancies (All),10%
Aug 2025,Staffing,CHCF,Mental Health Vacancies (All),49%
Aug 2025,Staffing,CHCF,Dental Vacancies (All),5%
Aug 2025,Staffing,CIM,Actual Vacancies (All),15%
Aug 2025,Staffing,CIM,Medical Vacancies (All),11%
Aug 2025,Staffing,CIM,Mental Health Vacancies (All),28%
Aug 2025,Staffing,CIM,Dental Vacancies (All),11%
Aug 2025,Staffing,CIW,Actual Vacancies (All),19%
Aug 2025,Staffing,CIW,Medical Vacancies (All),17%
Aug 2025,Staffing,CIW,Mental Health Vacancies (All),26%
Aug 2025,Staffing,CIW,Dental Vacancies (All),17%
Aug 2025,Staffing,CMC,Actual Vacancies (All),19%
Aug 2025,Staffing,CMC,Medical Vacancies (All),12%
Aug 2025,Staffing,CMC,Mental Health Vacancies (All),33%
Aug 2025,Staffing,CMC,Dental Vacancies (All),14%
Aug 2025,Staffing,CMF,Actual Vacancies (All),29%
Aug 2025,Staffing,CMF,Medical Vacancies (All),21%
Aug 2025,Staffing,CMF,Mental Health Vacancies (All),53%
Aug 2025,Staffing,CMF,Dental Vacancies (All),20%
Aug 2025,Staffing,COR,Actual Vacancies (All),19%
Aug 2025,Staffing,COR,Medical Vacancies (All),11%
Aug 2025,Staffing,COR,Mental Health Vacancies (All),44%
Aug 2025,Staffing,COR,Dental Vacancies (All),13%
Aug 2025,Staffing,CRC,Actual Vacancies (All),9%
Aug 2025,Staffing,CRC,Medical Vacancies (All),8%
Aug 2025,Staffing,CRC,Mental Health Vacancies (All),8%
Aug 2025,Staffing,CRC,Dental Vacancies (All),8%
Aug 2025,Staffing,CTF,Actual Vacancies (All),14%
Aug 2025,Staffing,CTF,Medical Vacancies (All),16%
Aug 2025,Staffing,CTF,Mental Health Vacancies (All),13%
Aug 2025,Staffing,CTF,Dental Vacancies (All),3%
Aug 2025,Staffing,FSP,Actual Vacancies (All),14%
Aug 2025,Staffing,FSP,Medical Vacancies (All),11%
Aug 2025,Staffing,FSP,Mental Health Vacancies (All),18%
Aug 2025,Staffing,FSP,Dental Vacancies (All),22%
Aug 2025,Staffing,HDSP,Actual Vacancies (All),35%
Aug 2025,Staffing,HDSP,Medical Vacancies (All),28%
Aug 2025,Staffing,HDSP,Mental Health Vacancies (All),61%
Aug 2025,Staffing,HDSP,Dental Vacancies (All),13%
Aug 2025,Staffing,ISP,Actual Vacancies (All),15%
Aug 2025,Staffing,ISP,Medical Vacancies (All),17%
Aug 2025,Staffing,ISP,Mental Health Vacancies (All),13%
Aug 2025,Staffing,ISP,Dental Vacancies (All),3%
Aug 2025,Staffing,KVSP,Actual Vacancies (All),23%
Aug 2025,Staffing,KVSP,Medical Vacancies (All),15%
Aug 2025,Staffing,KVSP,Mental Health Vacancies (All),42%
Aug 2025,Staffing,KVSP,Dental Vacancies (All),13%
Aug 2025,Staffing,LAC,Actual Vacancies (All),21%
Aug 2025,Staffing,LAC,Medical Vacancies (All),17%
Aug 2025,Staffing,LAC,Mental Health Vacancies (All),32%
Aug 2025,Staffing,LAC,Dental Vacancies (All),6%
Aug 2025,Staffing,MCSP,Actual Vacancies (All),26%
Aug 2025,Staffing,MCSP,Medical Vacancies (All),19%
Aug 2025,Staffing,MCSP,Mental Health Vacancies (All),42%
Aug 2025,Staffing,MCSP,Dental Vacancies (All),10%
Aug 2025,Staffing,NKSP,Actual Vacancies (All),18%
Aug 2025,Staffing,NKSP,Medical Vacancies (All),7%
Aug 2025,Staffing,NKSP,Mental Health Vacancies (All),47%
Aug 2025,Staffing,NKSP,Dental Vacancies (All),17%
Aug 2025,Staffing,PBSP,Actual Vacancies (All),45%
Aug 2025,Staffing,PBSP,Medical Vacancies (All),48%
Aug 2025,Staffing,PBSP,Mental Health Vacancies (All),51%
Aug 2025,Staffing,PBSP,Dental Vacancies (All),4%
Aug 2025,Staffing,PVSP,Actual Vacancies (All),17%
Aug 2025,Staffing,PVSP,Medical Vacancies (All),8%
Aug 2025,Staffing,PVSP,Mental Health Vacancies (All),47%
Aug 2025,Staffing,PVSP,Dental Vacancies (All),3%
Aug 2025,Staffing,RJD,Actual Vacancies (All),24%
Aug 2025,Staffing,RJD,Medical Vacancies (All),19%
Aug 2025,Staffing,RJD,Mental Health Vacancies (All),36%
Aug 2025,Staffing,RJD,Dental Vacancies (All),15%
Aug 2025,Staffing,SAC,Actual Vacancies (All),29%
Aug 2025,Staffing,SAC,Medical Vacancies (All),20%
Aug 2025,Staffing,SAC,Mental Health Vacancies (All),45%
Aug 2025,Staffing,SAC,Dental Vacancies (All),13%
Aug 2025,Staffing,SATF,Actual Vacancies (All),26%
Aug 2025,Staffing,SATF,Medical Vacancies (All),20%
Aug 2025,Staffing,SATF,Mental Health Vacancies (All),41%
Aug 2025,Staffing,SATF,Dental Vacancies (All),9%
Aug 2025,Staffing,SCC,Actual Vacancies (All),15%
Aug 2025,Staffing,SCC,Medical Vacancies (All),13%
Aug 2025,Staffing,SCC,Mental Health Vacancies (All),18%
Aug 2025,Staffing,SCC,Dental Vacancies (All),14%
Aug 2025,Staffing,SOL,Actual Vacancies (All),12%
Aug 2025,Staffing,SOL,Medical Vacancies (All),12%
Aug 2025,Staffing,SOL,Mental Health Vacancies (All),18%
Aug 2025,Staffing,SOL,Dental Vacancies (All),3%
Aug 2025,Staffing,SQ,Actual Vacancies (All),19%
Aug 2025,Staffing,SQ,Medical Vacancies (All),21%
Aug 2025,Staffing,SQ,Mental Health Vacancies (All),10%
Aug 2025,Staffing,SQ,Dental Vacancies (All),25%
Aug 2025,Staffing,SVSP,Actual Vacancies (All),34%
Aug 2025,Staffing,SVSP,Medical Vacancies (All),30%
Aug 2025,Staffing,SVSP,Mental Health Vacancies (All),49%
Aug 2025,Staffing,SVSP,Dental Vacancies (All),19%
Aug 2025,Staffing,VSP,Actual Vacancies (All),14%
Aug 2025,Staffing,VSP,Medical Vacancies (All),11%
Aug 2025,Staffing,VSP,Mental Health Vacancies (All),22%
Aug 2025,Staffing,VSP,Dental Vacancies (All),10%
Aug 2025,Staffing,WSP,Actual Vacancies (All),22%
Aug 2025,Staffing,WSP,Medical Vacancies (All),10%
Aug 2025,Staffing,WSP,Mental Health Vacancies (All),51%
Aug 2025,Staffing,WSP,Dental Vacancies (All),8%
Jul 2025,Staffing,SW,Actual Vacancies (All),21%
Jul 2025,Staffing,SW,Medical Vacancies (All),16%
Jul 2025,Staffing,SW,Mental Health Vacancies (All),40%
Jul 2025,Staffing,SW,Dental Vacancies (All),10%
Jul 2025,Staffing,ASP,Actual Vacancies (All),12%
Jul 2025,Staffing,ASP,Medical Vacancies (All),5%
Jul 2025,Staffing,ASP,Mental Health Vacancies (All),35%
Jul 2025,Staffing,ASP,Dental Vacancies (All),11%
Jul 2025,Staffing,CAL,Actual Vacancies (All),14%
Jul 2025,Staffing,CAL,Medical Vacancies (All),12%
Jul 2025,Staffing,CAL,Mental Health Vacancies (All),39%
Jul 2025,Staffing,CAL,Dental Vacancies (All),13%
Jul 2025,Staffing,CCI,Actual Vacancies (All),32%
Jul 2025,Staffing,CCI,Medical Vacancies (All),25%
Jul 2025,Staffing,CCI,Mental Health Vacancies (All),57%
Jul 2025,Staffing,CCI,Dental Vacancies (All),12%
Jul 2025,Staffing,CCWF,Actual Vacancies (All),18%
Jul 2025,Staffing,CCWF,Medical Vacancies (All),17%
Jul 2025,Staffing,CCWF,Mental Health Vacancies (All),23%
Jul 2025,Staffing,CCWF,Dental Vacancies (All),4%
Jul 2025,Staffing,CEN,Actual Vacancies (All),11%
Jul 2025,Staffing,CEN,Medical Vacancies (All),10%
Jul 2025,Staffing,CEN,Mental Health Vacancies (All),30%
Jul 2025,Staffing,CEN,Dental Vacancies (All),8%
Jul 2025,Staffing,CHCF,Actual Vacancies (All),16%
Jul 2025,Staffing,CHCF,Medical Vacancies (All),10%
Jul 2025,Staffing,CHCF,Mental Health Vacancies (All),49%
Jul 2025,Staffing,CHCF,Dental Vacancies (All),0%
Jul 2025,Staffing,CIM,Actual Vacancies (All),15%
Jul 2025,Staffing,CIM,Medical Vacancies (All),11%
Jul 2025,Staffing,CIM,Mental Health Vacancies (All),26%
Jul 2025,Staffing,CIM,Dental Vacancies (All),11%
Jul 2025,Staffing,CIW,Actual Vacancies (All),17%
Jul 2025,Staffing,CIW,Medical Vacancies (All),15%
Jul 2025,Staffing,CIW,Mental Health Vacancies (All),26%
Jul 2025,Staffing,CIW,Dental Vacancies (All),17%
Jul 2025,Staffing,CMC,Actual Vacancies (All),18%
Jul 2025,Staffing,CMC,Medical Vacancies (All),11%
Jul 2025,Staffing,CMC,Mental Health Vacancies (All),33%
Jul 2025,Staffing,CMC,Dental Vacancies (All),14%
Jul 2025,Staffing,CMF,Actual Vacancies (All),29%
Jul 2025,Staffing,CMF,Medical Vacancies (All),21%
Jul 2025,Staffing,CMF,Mental Health Vacancies (All),55%
Jul 2025,Staffing,CMF,Dental Vacancies (All),20%
Jul 2025,Staffing,COR,Actual Vacancies (All),18%
Jul 2025,Staffing,COR,Medical Vacancies (All),10%
Jul 2025,Staffing,COR,Mental Health Vacancies (All),45%
Jul 2025,Staffing,COR,Dental Vacancies (All),13%
Jul 2025,Staffing,CRC,Actual Vacancies (All),10%
Jul 2025,Staffing,CRC,Medical Vacancies (All),10%
Jul 2025,Staffing,CRC,Mental Health Vacancies (All),8%
Jul 2025,Staffing,CRC,Dental Vacancies (All),8%
Jul 2025,Staffing,CTF,Actual Vacancies (All),14%
Jul 2025,Staffing,CTF,Medical Vacancies (All),16%
Jul 2025,Staffing,CTF,Mental Health Vacancies (All),13%
Jul 2025,Staffing,CTF,Dental Vacancies (All),3%
Jul 2025,Staffing,FSP,Actual Vacancies (All),15%
Jul 2025,Staffing,FSP,Medical Vacancies (All),12%
Jul 2025,Staffing,FSP,Mental Health Vacancies (All),22%
Jul 2025,Staffing,FSP,Dental Vacancies (All),22%
Jul 2025,Staffing,HDSP,Actual Vacancies (All),34%
Jul 2025,Staffing,HDSP,Medical Vacancies (All),27%
Jul 2025,Staffing,HDSP,Mental Health Vacancies (All),61%
Jul 2025,Staffing,HDSP,Dental Vacancies (All),13%
Jul 2025,Staffing,ISP,Actual Vacancies (All),13%
Jul 2025,Staffing,ISP,Medical Vacancies (All),14%
Jul 2025,Staffing,ISP,Mental Health Vacancies (All),13%
Jul 2025,Staffing,ISP,Dental Vacancies (All),3%
Jul 2025,Staffing,KVSP,Actual Vacancies (All),22%
Jul 2025,Staffing,KVSP,Medical Vacancies (All),14%
Jul 2025,Staffing,KVSP,Mental Health Vacancies (All),42%
Jul 2025,Staffing,KVSP,Dental Vacancies (All),9%
Jul 2025,Staffing,LAC,Actual Vacancies (All),20%
Jul 2025,Staffing,LAC,Medical Vacancies (All),17%
Jul 2025,Staffing,LAC,Mental Health Vacancies (All),28%
Jul 2025,Staffing,LAC,Dental Vacancies (All),6%
Jul 2025,Staffing,MCSP,Actual Vacancies (All),25%
Jul 2025,Staffing,MCSP,Medical Vacancies (All),18%
Jul 2025,Staffing,MCSP,Mental Health Vacancies (All),43%
Jul 2025,Staffing,MCSP,Dental Vacancies (All),10%
Jul 2025,Staffing,NKSP,Actual Vacancies (All),13%
Jul 2025,Staffing,NKSP,Medical Vacancies (All),4%
Jul 2025,Staffing,NKSP,Mental Health Vacancies (All),41%
Jul 2025,Staffing,NKSP,Dental Vacancies (All),10%
Jul 2025,Staffing,PBSP,Actual Vacancies (All),46%
Jul 2025,Staffing,PBSP,Medical Vacancies (All),49%
Jul 2025,Staffing,PBSP,Mental Health Vacancies (All),53%
Jul 2025,Staffing,PBSP,Dental Vacancies (All),4%
Jul 2025,Staffing,PVSP,Actual Vacancies (All),16%
Jul 2025,Staffing,PVSP,Medical Vacancies (All),7%
Jul 2025,Staffing,PVSP,Mental Health Vacancies (All),46%
Jul 2025,Staffing,PVSP,Dental Vacancies (All),3%
Jul 2025,Staffing,RJD,Actual Vacancies (All),24%
Jul 2025,Staffing,RJD,Medical Vacancies (All),19%
Jul 2025,Staffing,RJD,Mental Health Vacancies (All),36%
Jul 2025,Staffing,RJD,Dental Vacancies (All),15%
Jul 2025,Staffing,SAC,Actual Vacancies (All),29%
Jul 2025,Staffing,SAC,Medical Vacancies (All),20%
Jul 2025,Staffing,SAC,Mental Health Vacancies (All),45%
Jul 2025,Staffing,SAC,Dental Vacancies (All),13%
Jul 2025,Staffing,SATF,Actual Vacancies (All),25%
Jul 2025,Staffing,SATF,Medical Vacancies (All),19%
Jul 2025,Staffing,SATF,Mental Health Vacancies (All),40%
Jul 2025,Staffing,SATF,Dental Vacancies (All),9%
Jul 2025,Staffing,SCC,Actual Vacancies (All),16%
Jul 2025,Staffing,SCC,Medical Vacancies (All),15%
Jul 2025,Staffing,SCC,Mental Health Vacancies (All),18%
Jul 2025,Staffing,SCC,Dental Vacancies (All),17%
Jul 2025,Staffing,SOL,Actual Vacancies (All),11%
Jul 2025,Staffing,SOL,Medical Vacancies (All),11%
Jul 2025,Staffing,SOL,Mental Health Vacancies (All),15%
Jul 2025,Staffing,SOL,Dental Vacancies (All),3%
Jul 2025,Staffing,SQ,Actual Vacancies (All),19%
Jul 2025,Staffing,SQ,Medical Vacancies (All),21%
Jul 2025,Staffing,SQ,Mental Health Vacancies (All),12%
Jul 2025,Staffing,SQ,Dental Vacancies (All),22%
Jul 2025,Staffing,SVSP,Actual Vacancies (All),35%
Jul 2025,Staffing,SVSP,Medical Vacancies (All),30%
Jul 2025,Staffing,SVSP,Mental Health Vacancies (All),50%
Jul 2025,Staffing,SVSP,Dental Vacancies (All),19%
Jul 2025,Staffing,VSP,Actual Vacancies (All),13%
Jul 2025,Staffing,VSP,Medical Vacancies (All),11%
Jul 2025,Staffing,VSP,Mental Health Vacancies (All),21%
Jul 2025,Staffing,VSP,Dental Vacancies (All),7%
Jul 2025,Staffing,WSP,Actual Vacancies (All),22%
Jul 2025,Staffing,WSP,Medical Vacancies (All),9%
Jul 2025,Staffing,WSP,Mental Health Vacancies (All),51%
Jul 2025,Staffing,WSP,Dental Vacancies (All),8%
Jun 2025,Staffing,SW,Actual Vacancies (All),21%
Jun 2025,Staffing,SW,Medical Vacancies (All),18%
Jun 2025,Staffing,SW,Mental Health Vacancies (All),36%
Jun 2025,Staffing,SW,Dental Vacancies (All),11%
Jun 2025,Staffing,ASP,Actual Vacancies (All),9%
Jun 2025,Staffing,ASP,Medical Vacancies (All),6%
Jun 2025,Staffing,ASP,Mental Health Vacancies (All),25%
Jun 2025,Staffing,ASP,Dental Vacancies (All),10%
Jun 2025,Staffing,CAL,Actual Vacancies (All),11%
Jun 2025,Staffing,CAL,Medical Vacancies (All),10%
Jun 2025,Staffing,CAL,Mental Health Vacancies (All),24%
Jun 2025,Staffing,CAL,Dental Vacancies (All),16%
Jun 2025,Staffing,CCI,Actual Vacancies (All),19%
Jun 2025,Staffing,CCI,Medical Vacancies (All),17%
Jun 2025,Staffing,CCI,Mental Health Vacancies (All),35%
Jun 2025,Staffing,CCI,Dental Vacancies (All),4%
Jun 2025,Staffing,CCWF,Actual Vacancies (All),14%
Jun 2025,Staffing,CCWF,Medical Vacancies (All),12%
Jun 2025,Staffing,CCWF,Mental Health Vacancies (All),22%
Jun 2025,Staffing,CCWF,Dental Vacancies (All),8%
Jun 2025,Staffing,CEN,Actual Vacancies (All),9%
Jun 2025,Staffing,CEN,Medical Vacancies (All),9%
Jun 2025,Staffing,CEN,Mental Health Vacancies (All),13%
Jun 2025,Staffing,CEN,Dental Vacancies (All),11%
Jun 2025,Staffing,CHCF,Actual Vacancies (All),19%
Jun 2025,Staffing,CHCF,Medical Vacancies (All),15%
Jun 2025,Staffing,CHCF,Mental Health Vacancies (All),47%
Jun 2025,Staffing,CHCF,Dental Vacancies (All),0%
Jun 2025,Staffing,CIM,Actual Vacancies (All),15%
Jun 2025,Staffing,CIM,Medical Vacancies (All),13%
Jun 2025,Staffing,CIM,Mental Health Vacancies (All),22%
Jun 2025,Staffing,CIM,Dental Vacancies (All),11%
Jun 2025,Staffing,CIW,Actual Vacancies (All),18%
Jun 2025,Staffing,CIW,Medical Vacancies (All),16%
Jun 2025,Staffing,CIW,Mental Health Vacancies (All),22%
Jun 2025,Staffing,CIW,Dental Vacancies (All),22%
Jun 2025,Staffing,CMC,Actual Vacancies (All),19%
Jun 2025,Staffing,CMC,Medical Vacancies (All),14%
Jun 2025,Staffing,CMC,Mental Health Vacancies (All),30%
Jun 2025,Staffing,CMC,Dental Vacancies (All),17%
Jun 2025,Staffing,CMF,Actual Vacancies (All),27%
Jun 2025,Staffing,CMF,Medical Vacancies (All),20%
Jun 2025,Staffing,CMF,Mental Health Vacancies (All),50%
Jun 2025,Staffing,CMF,Dental Vacancies (All),23%
Jun 2025,Staffing,COR,Actual Vacancies (All),18%
Jun 2025,Staffing,COR,Medical Vacancies (All),12%
Jun 2025,Staffing,COR,Mental Health Vacancies (All),39%
Jun 2025,Staffing,COR,Dental Vacancies (All),10%
Jun 2025,Staffing,CRC,Actual Vacancies (All),9%
Jun 2025,Staffing,CRC,Medical Vacancies (All),10%
Jun 2025,Staffing,CRC,Mental Health Vacancies (All),6%
Jun 2025,Staffing,CRC,Dental Vacancies (All),4%
Jun 2025,Staffing,CTF,Actual Vacancies (All),13%
Jun 2025,Staffing,CTF,Medical Vacancies (All),13%
Jun 2025,Staffing,CTF,Mental Health Vacancies (All),17%
Jun 2025,Staffing,CTF,Dental Vacancies (All),3%
Jun 2025,Staffing,FSP,Actual Vacancies (All),16%
Jun 2025,Staffing,FSP,Medical Vacancies (All),13%
Jun 2025,Staffing,FSP,Mental Health Vacancies (All),22%
Jun 2025,Staffing,FSP,Dental Vacancies (All),22%
Jun 2025,Staffing,HDSP,Actual Vacancies (All),31%
Jun 2025,Staffing,HDSP,Medical Vacancies (All),26%
Jun 2025,Staffing,HDSP,Mental Health Vacancies (All),57%
Jun 2025,Staffing,HDSP,Dental Vacancies (All),13%
Jun 2025,Staffing,ISP,Actual Vacancies (All),12%
Jun 2025,Staffing,ISP,Medical Vacancies (All),15%
Jun 2025,Staffing,ISP,Mental Health Vacancies (All),4%
Jun 2025,Staffing,ISP,Dental Vacancies (All),3%
Jun 2025,Staffing,KVSP,Actual Vacancies (All),21%
Jun 2025,Staffing,KVSP,Medical Vacancies (All),16%
Jun 2025,Staffing,KVSP,Mental Health Vacancies (All),37%
Jun 2025,Staffing,KVSP,Dental Vacancies (All),13%
Jun 2025,Staffing,LAC,Actual Vacancies (All),27%
Jun 2025,Staffing,LAC,Medical Vacancies (All),22%
Jun 2025,Staffing,LAC,Mental Health Vacancies (All),42%
Jun 2025,Staffing,LAC,Dental Vacancies (All),6%
Jun 2025,Staffing,MCSP,Actual Vacancies (All),24%
Jun 2025,Staffing,MCSP,Medical Vacancies (All),19%
Jun 2025,Staffing,MCSP,Mental Health Vacancies (All),38%
Jun 2025,Staffing,MCSP,Dental Vacancies (All),13%
Jun 2025,Staffing,NKSP,Actual Vacancies (All),14%
Jun 2025,Staffing,NKSP,Medical Vacancies (All),5%
Jun 2025,Staffing,NKSP,Mental Health Vacancies (All),41%
Jun 2025,Staffing,NKSP,Dental Vacancies (All),7%
Jun 2025,Staffing,PBSP,Actual Vacancies (All),44%
Jun 2025,Staffing,PBSP,Medical Vacancies (All),51%
Jun 2025,Staffing,PBSP,Mental Health Vacancies (All),42%
Jun 2025,Staffing,PBSP,Dental Vacancies (All),4%
Jun 2025,Staffing,PVSP,Actual Vacancies (All),15%
Jun 2025,Staffing,PVSP,Medical Vacancies (All),13%
Jun 2025,Staffing,PVSP,Mental Health Vacancies (All),26%
Jun 2025,Staffing,PVSP,Dental Vacancies (All),7%
Jun 2025,Staffing,RJD,Actual Vacancies (All),20%
Jun 2025,Staffing,RJD,Medical Vacancies (All),16%
Jun 2025,Staffing,RJD,Mental Health Vacancies (All),30%
Jun 2025,Staffing,RJD,Dental Vacancies (All),21%
Jun 2025,Staffing,SAC,Actual Vacancies (All),25%
Jun 2025,Staffing,SAC,Medical Vacancies (All),22%
Jun 2025,Staffing,SAC,Mental Health Vacancies (All),34%
Jun 2025,Staffing,SAC,Dental Vacancies (All),9%
Jun 2025,Staffing,SATF,Actual Vacancies (All),19%
Jun 2025,Staffing,SATF,Medical Vacancies (All),14%
Jun 2025,Staffing,SATF,Mental Health Vacancies (All),34%
Jun 2025,Staffing,SATF,Dental Vacancies (All),7%
Jun 2025,Staffing,SCC,Actual Vacancies (All),17%
Jun 2025,Staffing,SCC,Medical Vacancies (All),16%
Jun 2025,Staffing,SCC,Mental Health Vacancies (All),21%
Jun 2025,Staffing,SCC,Dental Vacancies (All),18%
Jun 2025,Staffing,SOL,Actual Vacancies (All),14%
Jun 2025,Staffing,SOL,Medical Vacancies (All),14%
Jun 2025,Staffing,SOL,Mental Health Vacancies (All),22%
Jun 2025,Staffing,SOL,Dental Vacancies (All),3%
